,City,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Cloudiness
373,Sisimiut,GL,1578277367,96,66.94,-53.67,252.39,7.02,100
374,Kamyshla,RU,1578277615,97,54.11,52.14,267.83,1.43,99
375,Leningradskiy,RU,1578277309,65,69.38,178.42,250.3,1.66,0
376,Edd,ER,1578277616,82,13.93,41.69,298.1,3.15,78
377,Vanavara,RU,1578277616,94,60.35,102.28,263.3,3.69,100
378,Lumberton,US,1578277432,82,30.27,-94.2,288.15,2.6,1
379,Canutama,BR,1578277616,93,-6.53,-64.38,297.11,0.32,23
380,Brae,GB,1578277169,93,60.4,-1.35,283.15,8.7,100
381,Mecca,SA,1578277083,48,21.43,39.83,286.59,1.05,0
382,Hobyo,SO,1578277362,83,5.35,48.53,298.62,5.34,51
383,Camacha,PT,1578277397,72,33.08,-16.33,289.15,5.7,20
384,Miri,NG,1578277617,42,10.31,9.75,287.4,1.3,77
385,Geraldton,CA,1578277308,85,49.72,-86.95,265.15,1.0,90
386,Sinnamary,GF,1578277404,78,5.38,-52.96,299.43,4.67,24
387,Astana,KZ,1578277477,92,51.13,71.43,267.15,1.0,90
388,Lewiston,US,1578277361,67,44.1,-70.21,269.15,2.1,1
389,Masterton,NZ,1578277618,42,-40.95,175.66,294.82,1.34,0
390,Nuuk,GL,1578277618,84,64.17,-51.74,258.15,11.3,100
391,San Andres,PH,1578277618,69,13.32,122.68,300.77,5.77,51
392,Havoysund,NO,1578277379,68,71.0,24.66,269.15,8.7,100
393,Bondoukou,CI,1578277618,31,8.04,-2.8,294.23,0.98,2
394,Kokopo,PG,1578277379,68,-4.34,152.27,302.85,3.37,1
395,Ilhabela,BR,1578277609,84,-23.78,-45.36,297.63,1.82,48
396,Hastings,NZ,1578277619,44,-39.64,176.84,293.45,9.99,44
397,Kruisfontein,ZA,1578277346,87,-34.0,24.73,290.4,1.34,100
398,Pacific Grove,US,1578277619,71,36.62,-121.92,287.15,2.6,1
399,Lagoa,PT,1578277434,76,37.14,-8.45,284.15,4.1,0
400,Zaragoza,SV,1578277620,60,13.59,-89.29,300.15,6.7,0
401,Dingle,PH,1578277366,85,11.0,122.67,299.46,7.32,97
402,Sheregesh,RU,1578277620,82,52.93,87.98,263.14,1.29,0
403,Ejea de los Caballeros,ES,1578277620,93,42.13,-1.14,277.59,4.1,90
404,Torrijos,ES,1578277620,71,39.98,-4.28,278.71,1.38,0
405,Faanui,PF,1578277350,72,-16.48,-151.75,301.14,4.93,12
406,Tranas,SE,1578277621,93,58.04,14.98,279.15,6.7,100
407,Tura,RU,1578277621,89,64.27,100.22,261.87,2.88,100
408,Tigil,RU,1578277336,73,57.8,158.67,259.52,1.14,0
409,Gold Coast,AU,1578277416,58,-28.0,153.41,306.48,6.7,99
410,Nautla,MX,1578277621,85,20.22,-96.78,289.27,0.9,100
411,Chihuahua,MX,1578277546,37,28.66,-106.08,284.82,1.6,5
412,Dong Hoi,VN,1578277622,75,17.48,106.6,297.01,2.33,8
413,Antofagasta,CL,1578277622,77,-23.65,-70.4,293.15,1.5,46
414,Yarada,IN,1578277622,73,17.65,83.27,296.15,3.1,40
415,Aykhal,RU,1578277622,77,65.95,111.51,254.15,3.0,90
416,Goderich,CA,1578277166,86,43.74,-81.71,272.59,6.59,100
417,Darnah,LY,1578277622,59,32.77,22.64,286.38,14.93,100
418,Tuatapere,NZ,1578277623,79,-46.13,167.69,283.15,11.62,100
419,Alanya,TR,1578277050,71,36.55,32.0,285.15,6.7,75
420,Palmas,BR,1578277483,94,-10.18,-48.33,297.15,1.25,75
421,Broken Hill,AU,1578277623,68,-31.97,141.45,291.15,7.2,100
422,Vasilsursk,RU,1578277623,96,56.13,46.01,264.52,1.98,27
423,Tobol,SE,1578277623,92,59.83,12.54,278.15,1.0,90
424,Dunedin,NZ,1578277623,54,-45.87,170.5,285.93,19.67,70
425,Taoudenni,ML,1578277624,21,22.68,-3.98,283.53,2.59,23
426,Ust-Nera,RU,1578277624,100,64.57,143.24,242.56,0.92,100
427,Okhotsk,RU,1578277624,79,59.36,143.24,258.36,4.08,0
428,Rossosh,RU,1578277624,96,50.2,39.58,271.76,3.72,100
429,Paldiski,EE,1578277624,93,59.35,24.08,274.26,6.2,90
430,Tete,MZ,1578277414,100,-16.16,33.59,296.15,0.89,40
431,Vallenar,CL,1578277625,86,-28.58,-70.76,286.96,0.59,0
432,Moskovskiy,RU,1578277625,86,55.6,37.35,273.15,2.0,75
433,Kouango,CF,1578277625,48,4.99,19.98,293.98,0.2,100
434,Kibala,TD,1578277625,55,9.11,18.35,292.15,1.16,0
435,Vikevag,NO,1578277625,93,59.1,5.7,281.15,4.6,90
436,Sant Julia de Loria,AD,1578277625,52,42.46,1.49,277.04,0.46,0
437,Labuhan,ID,1578277602,59,-2.54,115.51,304.3,1.28,100
438,Avera,US,1578277626,67,33.19,-82.53,280.93,1.5,1
439,Auki,NG,1578277626,28,12.18,6.51,290.34,6.19,58
440,Daru,PG,1578277626,57,-9.07,143.21,305.14,2.33,79
441,Beitbridge,ZA,1578277626,41,-22.21,29.99,297.53,3.86,0
442,Mahon,IE,1578277627,93,51.89,-8.4,282.04,10.3,75
443,Skibbereen,IE,1578277627,93,51.55,-9.27,281.15,10.3,75
444,Sao Luiz Gonzaga,BR,1578277627,63,-28.41,-54.96,296.68,3.89,0
445,Nishihara,JP,1578277423,31,35.74,139.53,285.93,4.1,0
446,Alice Springs,AU,1578277627,64,-23.7,133.88,295.15,3.1,75
447,Nome,US,1578277362,82,30.04,-94.42,290.37,2.6,1
448,Kasempa,ZM,1578277627,96,-13.46,25.83,291.18,0.61,100
449,Neryungri,RU,1578277628,86,56.66,124.71,260.1,1.56,94
450,Bloemfontein,ZA,1578277628,82,-29.12,26.22,291.15,2.6,0
451,Aklavik,CA,1578277562,68,68.22,-135.01,246.15,1.0,90
452,Plastun,RU,1578277628,61,44.76,136.29,265.94,5.52,0
453,Almaznyy,RU,1578277628,93,48.03,40.04,275.15,1.0,75
454,Elko,US,1578277628,64,40.83,-115.76,274.15,3.1,90
455,Villarrica,CL,1578277629,93,-39.28,-72.23,285.37,3.1,75
456,Aniva,RU,1578277629,62,46.71,142.53,269.15,5.0,20
457,Bahia de Caraquez,EC,1578277630,88,-0.6,-80.42,298.15,1.0,75
458,Muheza,TZ,1578277630,82,-5.18,38.79,296.64,3.17,100
459,Cabo San Lucas,MX,1578277378,77,22.89,-109.91,294.26,1.38,75
460,Medford,US,1578277339,81,42.33,-122.87,279.15,3.1,90
461,Namibe,AO,1578277607,87,-15.19,12.15,295.83,4.55,68
462,Katangli,RU,1578277630,94,51.71,143.23,270.34,5.99,100
463,Washougal,US,1578277631,75,45.58,-122.35,280.37,3.1,40
464,Nova Vicosa,BR,1578277594,88,-17.89,-39.37,296.71,4.32,100
465,San Buenaventura,MX,1578277631,34,27.06,-101.55,287.96,0.26,53
466,Tessalit,ML,1578277340,28,20.2,1.01,284.28,5.49,3
467,Mastic Beach,US,1578277632,47,40.77,-72.85,275.93,6.2,1
468,Pangnirtung,CA,1578277327,90,66.15,-65.72,229.71,0.78,100
469,Kargasok,RU,1578277352,94,59.06,80.87,260.45,4.78,89
470,Koumac,NC,1578277632,57,-20.56,164.28,300.73,1.35,61
471,Barcelona,ES,1578277006,81,41.38,2.18,282.59,5.1,0
472,Mount Gambier,AU,1578277632,46,-37.83,140.78,295.15,6.7,0
473,Moshenskoye,RU,1578277632,75,58.52,34.59,270.44,3.31,100
474,Nuevitas,CU,1578277633,82,21.55,-77.27,293.15,3.6,94
475,Nikolayevskaya,RU,1578277633,100,43.22,44.21,268.15,1.0,90
476,Ormara,PK,1578277633,60,25.21,64.64,295.8,2.73,83
477,Mogok,MM,1578277633,97,22.92,96.51,287.99,1.74,77
478,Isabela,PH,1578277633,77,10.2,122.99,298.81,6.03,86
479,Puerto Padre,CU,1578277633,94,21.2,-76.61,295.15,3.6,75
480,Port Augusta,AU,1578277634,72,-32.49,137.76,295.37,0.45,20
481,Kewanee,US,1578277634,74,41.25,-89.92,276.15,8.7,1
482,Nioro,GM,1578277161,15,13.79,-15.05,290.96,5.22,0
483,Ahuimanu,US,1578277634,65,21.44,-157.84,300.93,4.6,90
484,Liverpool,GB,1578277634,81,53.41,-2.98,282.15,4.6,90
485,Rome,IT,1578277500,64,41.89,12.48,280.37,0.5,0
486,Inhambane,MZ,1578277634,81,-23.87,35.38,298.94,4.84,36
487,Brazzaville,CD,1578277635,94,-4.27,15.27,298.15,4.1,75
488,Snasa,NO,1578277635,100,64.25,12.38,274.87,6.4,100
489,Goure,NE,1578277635,29,13.98,10.27,289.26,4.47,67
490,Uruzgan,AF,1578277635,99,32.93,66.63,272.2,1.35,100
491,Saint Lawrence,MT,1578277471,43,36.06,14.2,283.71,7.2,0
492,Bukama,CD,1578277636,98,-9.2,25.85,293.94,0.18,100
493,Saint George,GR,1578277636,41,39.45,22.34,279.15,5.7,75
494,Saurimo,AO,1578277389,98,-9.66,20.4,291.24,0.99,100
495,Mudgee,AU,1578277636,42,-32.6,149.59,301.15,4.6,89
496,Skjervoy,NO,1578277636,81,70.03,20.97,274.14,4.46,100
497,Soria,ES,1578277636,90,41.76,-2.46,270.93,1.45,0
498,Jamame,SO,1578277637,84,0.07,42.75,300.67,6.32,100
499,Afsin,TR,1578277637,91,38.25,36.91,268.17,2.02,44
500,Shablykino,RU,1578277637,79,52.85,35.2,269.79,2.48,0
501,Zharkent,KZ,1578277637,74,44.17,80.0,263.83,1.26,0
502,Camabatela,AO,1578277637,98,-8.19,15.37,291.03,0.73,100
503,Storforshei,NO,1578277637,93,66.4,14.52,275.93,1.34,100
504,Abay,KZ,1578277637,84,49.63,72.87,254.15,3.0,77
505,Trinidad,BO,1578277637,93,-14.83,-64.9,297.56,3.11,100
506,Kirensk,RU,1578277638,89,57.78,108.12,260.1,4.05,31
507,Santa Cruz,BR,1578277638,84,-6.22,-36.02,296.61,2.59,96
508,San Rafael,AR,1578277638,20,-34.61,-68.33,293.77,3.12,33
509,Baruun-Urt,MN,1578277638,92,46.68,113.28,258.96,3.15,62
510,Dawlatabad,AF,1578277638,83,36.41,64.91,279.44,3.56,99
511,Tazovskiy,RU,1578277638,91,67.47,78.7,260.55,7.34,8
512,Leh,IN,1578277638,79,34.16,77.58,257.47,1.65,100
513,High Level,CA,1578277639,76,58.52,-117.13,251.15,4.6,75
514,Belomorsk,RU,1578277639,77,64.52,34.76,267.58,6.38,77
515,Kanniyakumari,IN,1578277558,80,8.08,77.57,299.98,11.85,36
516,Hauterive,CA,1578277639,78,49.18,-68.27,265.37,2.1,1
517,Bartica,GY,1578277639,88,6.41,-58.62,295.15,2.1,0
518,Kirakira,SB,1578277639,74,-10.46,161.92,301.99,5.44,97
519,Acobamba,PE,1578277640,78,-11.35,-75.66,280.68,1.69,100
520,Esna,RO,1578277640,95,45.2,27.57,273.74,8.44,99
521,Arlit,NE,1578277640,29,18.74,7.39,285.8,4.14,27
522,Kibre Mengist,ET,1578277640,87,5.87,38.99,286.57,0.93,10
523,Kyabram,AU,1578277640,89,-36.31,145.05,290.93,2.45,100
524,Piacabucu,BR,1578277640,82,-10.41,-36.43,298.43,3.85,100
525,Amberley,NZ,1578277640,48,-43.15,172.73,293.15,2.1,37
526,Buala,SB,1578277641,70,-8.15,159.59,302.89,4.01,47
527,Port Hardy,CA,1578277641,93,50.7,-127.42,275.15,2.6,75
528,Dalaba,GN,1578277641,22,10.69,-12.25,288.76,1.09,42
529,Galeana,MX,1578277641,59,24.83,-100.08,278.15,0.98,0
